,dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,irradiation,weather_id,weather_main,weather_description,weather_icon
179350,1592344800,2020-06-16 22:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.65,31.98,28.01,29.39,1003,,,73,3.0,260,,,,,100,804,Clouds,overcast clouds,04n
179351,1592348400,2020-06-16 23:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.5,31.84,27.87,29.22,1003,,,74,3.04,262,,,,,100,804,Clouds,overcast clouds,04n
179352,1592352000,2020-06-17 00:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.57,32.07,27.97,29.25,1004,,,75,3.05,257,,,,,100,804,Clouds,overcast clouds,04n
179353,1592355600,2020-06-17 01:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.65,32.2,28.08,29.34,1005,,,75,3.05,253,,,,,100,804,Clouds,overcast clouds,04d
179354,1592359200,2020-06-17 02:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.03,33.23,29.0,31.0,1005,,,62,2.1,240,,,,,40,802,Clouds,scattered clouds,03d
179355,1592362800,2020-06-17 03:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.36,33.72,29.43,31.0,1005,,,62,2.1,240,,,,,40,802,Clouds,scattered clouds,03d
179356,1592366400,2020-06-17 04:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.95,32.07,29.58,32.0,1005,,,59,5.1,240,,,,,75,803,Clouds,broken clouds,04d
179357,1592370000,2020-06-17 05:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.52,32.34,31.68,33.0,1005,,,55,7.2,220,,,,,75,803,Clouds,broken clouds,04d
179358,1592373600,2020-06-17 06:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.16,31.75,32.81,33.85,1005,,,52,8.7,250,,,,,75,803,Clouds,broken clouds,04d
179359,1592377200,2020-06-17 07:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.82,32.56,33.3,34.22,1004,,,49,8.2,260,,,,,40,802,Clouds,scattered clouds,03d
179360,1592380800,2020-06-17 08:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,35.21,33.86,34.0,36.58,1003,,,49,9.3,260,,,,,40,802,Clouds,scattered clouds,03d
179361,1592384400,2020-06-17 09:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,35.72,34.28,34.0,37.52,1002,,,49,9.8,260,,,,,40,802,Clouds,scattered clouds,03d
179362,1592388000,2020-06-17 10:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.53,32.14,32.85,34.0,1002,,,49,8.2,260,,,,,40,802,Clouds,scattered clouds,03d
179363,1592391600,2020-06-17 11:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.8,32.53,33.34,34.22,1002,,,49,8.2,260,,,,,40,802,Clouds,scattered clouds,03d
179364,1592395200,2020-06-17 12:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.59,35.95,33.23,34.08,1002,,,54,4.1,258,,,,,100,804,Clouds,overcast clouds,04d
179365,1592398800,2020-06-17 13:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.71,36.16,33.3,34.25,1003,,,53,3.82,255,,,,,100,804,Clouds,overcast clouds,04d
179366,1592402400,2020-06-17 14:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.03,35.63,32.53,33.65,1004,,,56,3.83,257,,,,,100,804,Clouds,overcast clouds,04n
179367,1592406000,2020-06-17 15:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.85,34.44,31.34,32.49,1005,,,60,3.88,257,,,,,100,804,Clouds,overcast clouds,04n
179368,1592409600,2020-06-17 16:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.71,33.96,31.18,32.39,1006,,,59,4.03,257,,,,,100,804,Clouds,overcast clouds,04n
179369,1592413200,2020-06-17 17:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.2,32.24,29.72,30.83,1007,,,65,4.48,255,,,,,100,804,Clouds,overcast clouds,04n
179370,1592416800,2020-06-17 18:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.8,31.8,29.25,30.43,1007,,,67,4.63,256,,,,,100,804,Clouds,overcast clouds,04n
179371,1592420400,2020-06-17 19:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.36,31.83,28.79,30.01,1007,,,69,4.02,254,,,,,97,804,Clouds,overcast clouds,04n
179372,1592424000,2020-06-17 20:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.55,31.02,27.97,29.21,1006,,,71,3.78,254,,,,,97,804,Clouds,overcast clouds,04n
179373,1592427600,2020-06-17 21:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.29,30.69,27.75,28.93,1005,,,72,3.86,257,,,,,100,804,Clouds,overcast clouds,04n
179374,1592431200,2020-06-17 22:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.45,31.17,27.98,28.98,1005,,,71,3.34,265,,,,,100,804,Clouds,overcast clouds,04n
179375,1592434800,2020-06-17 23:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.42,30.87,27.96,28.98,1005,,,71,3.71,262,,,,,100,804,Clouds,overcast clouds,04n
179376,1592438400,2020-06-18 00:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.8,31.27,28.36,29.38,1005,,,71,3.97,255,,,,,100,804,Clouds,overcast clouds,04n
179377,1592442000,2020-06-18 01:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.89,31.39,28.44,29.48,1006,,,71,3.99,260,,,,,100,804,Clouds,overcast clouds,04d
179378,1592445600,2020-06-18 02:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.17,31.47,29.23,31.0,1007,,,58,4.1,270,,,,,75,803,Clouds,broken clouds,04d
179379,1592449200,2020-06-18 03:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.15,31.44,29.07,31.0,1007,,,58,4.1,270,,,,,75,803,Clouds,broken clouds,04d
179380,1592452800,2020-06-18 04:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.86,31.02,28.45,31.0,1007,,,58,4.1,230,,,,,75,803,Clouds,broken clouds,04d
179381,1592456400,2020-06-18 05:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.81,31.98,30.81,32.84,1007,,,55,6.2,270,,,,,75,803,Clouds,broken clouds,04d
179382,1592460000,2020-06-18 06:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.9,30.59,32.08,33.92,1006,,,52,9.8,270,,,,,75,803,Clouds,broken clouds,04d
179383,1592463600,2020-06-18 07:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.97,31.82,32.35,33.9,1006,,,52,8.2,240,,,,,75,803,Clouds,broken clouds,04d
179384,1592467200,2020-06-18 08:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.87,33.51,33.0,35.1,1005,,,52,7.7,240,,,,,75,803,Clouds,broken clouds,04d
179385,1592470800,2020-06-18 09:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,34.57,33.87,33.0,36.12,1004,,,52,8.7,220,,,,,75,803,Clouds,broken clouds,04d
179386,1592474400,2020-06-18 10:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,34.12,33.19,33.0,34.97,1003,,,52,8.7,200,,,,,75,803,Clouds,broken clouds,04d
179387,1592478000,2020-06-18 11:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,34.62,33.94,33.0,35.97,1003,,,52,8.7,200,,,,,75,803,Clouds,broken clouds,04d
179388,1592481600,2020-06-18 12:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,34.93,34.42,33.0,36.54,1004,,,52,8.7,200,,,,,75,803,Clouds,broken clouds,04d
179389,1592485200,2020-06-18 13:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,35.32,37.45,34.63,35.86,1005,,,47,3.87,260,,,,,100,804,Clouds,overcast clouds,04d
179390,1592488800,2020-06-18 14:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.77,35.87,33.59,34.19,1006,,,51,3.86,271,,,,,100,804,Clouds,overcast clouds,04n
179391,1592492400,2020-06-18 15:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.67,34.29,32.4,33.08,1006,,,56,4.96,277,,,,,100,804,Clouds,overcast clouds,04n
179392,1592496000,2020-06-18 16:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.5,33.76,32.1,33.03,1007,,,56,5.35,275,,,,,100,804,Clouds,overcast clouds,04n
179393,1592499600,2020-06-18 17:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.04,32.83,30.58,31.58,1008,,,63,5.05,269,,,,,99,804,Clouds,overcast clouds,04n
179394,1592503200,2020-06-18 18:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.66,32.53,30.19,31.23,1008,,,64,4.86,265,,,,,97,804,Clouds,overcast clouds,04n
179395,1592506800,2020-06-18 19:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.33,32.4,29.84,30.91,1008,,,66,4.74,265,,,,,95,804,Clouds,overcast clouds,04n
179396,1592510400,2020-06-18 20:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.22,31.26,28.79,29.77,1007,,,70,4.71,266,,,,,94,804,Clouds,overcast clouds,04n
179397,1592514000,2020-06-18 21:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.72,30.83,28.35,29.2,1007,,,72,4.61,265,,,,,75,803,Clouds,broken clouds,04n
179398,1592517600,2020-06-18 22:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.78,30.31,27.38,28.33,1006,,,77,4.18,263,,,,,91,804,Clouds,overcast clouds,04n
179399,1592521200,2020-06-18 23:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.62,30.21,27.21,28.19,1006,,,78,4.13,267,,,,,96,804,Clouds,overcast clouds,04n
179400,1592524800,2020-06-19 00:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.44,30.95,28.06,28.97,1006,,,75,4.37,271,,,,,100,804,Clouds,overcast clouds,04n
179401,1592528400,2020-06-19 01:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.97,30.43,28.15,30.0,1007,,,66,4.6,270,,,,,75,803,Clouds,broken clouds,04d
179402,1592532000,2020-06-19 02:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.86,31.78,29.38,30.36,1008,,,66,4.6,270,,,,,75,803,Clouds,broken clouds,04d
179403,1592535600,2020-06-19 03:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.49,30.7,29.81,31.0,1008,,,62,6.7,270,,,,,75,803,Clouds,broken clouds,04d
179404,1592539200,2020-06-19 04:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.77,29.72,30.27,31.2,1008,,,62,8.7,270,,,,,75,803,Clouds,broken clouds,04d
179405,1592542800,2020-06-19 05:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.27,31.9,31.94,33.13,1007,,,59,8.2,260,,,,,75,803,Clouds,broken clouds,04d
179406,1592546400,2020-06-19 06:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.7,33.07,33.0,35.02,1007,,,55,8.7,260,,,,,75,803,Clouds,broken clouds,04d
179407,1592550000,2020-06-19 07:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,34.64,32.49,33.92,35.23,1006,,,50,10.3,260,,,,,75,803,Clouds,broken clouds,04d
179408,1592553600,2020-06-19 08:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,35.88,35.61,35.18,36.62,1005,,,47,7.7,250,,,,,40,802,Clouds,scattered clouds,03d
179409,1592557200,2020-06-19 09:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,36.45,35.87,36.0,37.52,1004,,,44,7.7,260,,,,,40,802,Clouds,scattered clouds,03d
179410,1592560800,2020-06-19 10:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,36.91,34.12,36.0,38.26,1003,,,41,10.3,260,,,,,40,802,Clouds,scattered clouds,03d
179411,1592564400,2020-06-19 11:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,36.92,36.3,36.0,38.09,1003,,,41,7.2,270,,,,,40,802,Clouds,scattered clouds,03d
179412,1592568000,2020-06-19 12:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,36.68,35.95,36.0,37.28,1003,,,41,7.2,270,,,,,40,802,Clouds,scattered clouds,03d
179413,1592571600,2020-06-19 13:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,36.74,37.82,36.45,37.05,1004,,,41,4.65,280,,,,,98,804,Clouds,overcast clouds,04d
179414,1592575200,2020-06-19 14:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,34.2,35.99,33.96,34.71,1005,,,51,4.61,275,,,,,100,804,Clouds,overcast clouds,04n
179415,1592578800,2020-06-19 15:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.0,34.94,32.57,33.51,1006,,,57,4.98,274,,,,,97,804,Clouds,overcast clouds,04n
179416,1592582400,2020-06-19 16:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.79,34.55,32.32,33.34,1007,,,57,5.08,271,,,,,99,804,Clouds,overcast clouds,04n
179417,1592586000,2020-06-19 17:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.92,32.68,30.47,31.44,1007,,,63,5.01,267,,,,,100,804,Clouds,overcast clouds,04n
179418,1592589600,2020-06-19 18:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.69,32.55,30.23,31.23,1007,,,64,4.9,266,,,,,99,804,Clouds,overcast clouds,04n
179419,1592593200,2020-06-19 19:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.4,32.12,29.93,30.9,1007,,,65,5.09,263,,,,,95,804,Clouds,overcast clouds,04n
179420,1592596800,2020-06-19 20:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.33,30.64,28.88,29.82,1006,,,67,5.27,262,,,,,96,804,Clouds,overcast clouds,04n
179421,1592600400,2020-06-19 21:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.7,30.07,28.24,29.2,1006,,,70,5.28,262,,,,,93,804,Clouds,overcast clouds,04n
179422,1592604000,2020-06-19 22:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.58,28.79,27.16,28.08,1006,,,74,5.39,270,,,,,94,804,Clouds,overcast clouds,04n
179423,1592607600,2020-06-19 23:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.33,28.86,26.93,27.81,1006,,,77,5.25,271,,,,,97,804,Clouds,overcast clouds,04n
179424,1592611200,2020-06-20 00:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.21,30.18,27.82,28.62,1006,,,75,4.95,272,,,,,88,804,Clouds,overcast clouds,04n
179425,1592614800,2020-06-20 01:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.14,30.43,27.82,28.55,1007,,,75,4.45,272,,,,,85,804,Clouds,overcast clouds,04d
179426,1592618400,2020-06-20 02:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.55,27.32,29.03,30.0,1008,,,66,10.3,270,,,,,75,803,Clouds,broken clouds,04d
179427,1592622000,2020-06-20 03:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.92,27.88,29.58,30.33,1008,,,66,10.3,270,,,,,75,803,Clouds,broken clouds,04d
179428,1592625600,2020-06-20 04:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.41,28.41,29.73,31.0,1008,,,62,9.8,260,,,,,40,802,Clouds,scattered clouds,03d
179429,1592629200,2020-06-20 05:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.07,32.66,32.17,34.0,1008,,,52,7.2,290,,,,,20,801,Clouds,few clouds,02d
179430,1592632800,2020-06-20 06:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,34.66,33.45,33.46,36.0,1007,,,47,8.2,290,,,,,40,802,Clouds,scattered clouds,03d
179431,1592636400,2020-06-20 07:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,35.39,35.01,34.12,37.0,1006,,,44,6.7,290,,,,,40,802,Clouds,scattered clouds,03d
179432,1592640000,2020-06-20 08:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,36.0,35.79,35.56,36.63,1005,,,47,7.7,290,,,,,40,802,Clouds,scattered clouds,03d
179433,1592643600,2020-06-20 09:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,36.76,35.57,36.18,37.24,1004,,,42,8.2,280,,,,,40,802,Clouds,scattered clouds,03d
179434,1592647200,2020-06-20 10:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,36.82,35.66,36.52,37.1,1003,,,42,8.2,280,,,,,40,802,Clouds,scattered clouds,03d
179435,1592650800,2020-06-20 11:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,36.79,34.84,36.48,37.0,1003,,,42,9.3,240,,,,,40,802,Clouds,scattered clouds,03d
179436,1592654400,2020-06-20 12:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,35.92,33.58,34.94,37.0,1003,,,42,9.3,240,,,,,40,802,Clouds,scattered clouds,03d
179437,1592658000,2020-06-20 13:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,35.63,37.36,35.43,35.87,1005,,,47,4.67,295,,,,,99,804,Clouds,overcast clouds,04d
179438,1592661600,2020-06-20 14:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.78,36.29,33.61,34.09,1005,,,53,3.78,280,,,,,100,804,Clouds,overcast clouds,04n
179439,1592665200,2020-06-20 15:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.05,34.95,32.74,33.25,1006,,,54,4.37,279,,,,,100,804,Clouds,overcast clouds,04n
179440,1592668800,2020-06-20 16:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.2,34.85,32.9,33.42,1007,,,53,4.59,278,,,,,100,804,Clouds,overcast clouds,04n
179441,1592672400,2020-06-20 17:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.62,33.1,31.25,31.93,1007,,,57,4.63,274,,,,,100,804,Clouds,overcast clouds,04n
179442,1592676000,2020-06-20 18:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.45,32.36,31.04,31.82,1007,,,55,4.89,272,,,,,100,804,Clouds,overcast clouds,04n
179443,1592679600,2020-06-20 19:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.35,32.29,30.84,31.83,1007,,,57,5.22,271,,,,,100,804,Clouds,overcast clouds,04n
179444,1592683200,2020-06-20 20:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.29,31.36,29.77,30.78,1006,,,62,5.33,272,,,,,100,804,Clouds,overcast clouds,04n
179445,1592686800,2020-06-20 21:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.63,30.72,29.07,30.13,1006,,,64,5.22,272,,,,,100,804,Clouds,overcast clouds,04n
179446,1592690400,2020-06-20 22:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.76,30.02,28.27,29.21,1005,,,69,5.29,275,,,,,100,804,Clouds,overcast clouds,04n
179447,1592694000,2020-06-20 23:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.55,29.95,28.09,29.04,1005,,,70,5.12,274,,,,,100,804,Clouds,overcast clouds,04n
179448,1592697600,2020-06-21 00:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.79,30.14,28.35,29.27,1005,,,69,5.19,270,,,,,100,804,Clouds,overcast clouds,04n
179449,1592701200,2020-06-21 01:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.58,30.12,28.13,29.06,1006,,,71,5.13,269,,,,,100,804,Clouds,overcast clouds,04d
179450,1592704800,2020-06-21 02:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.55,27.67,28.93,30.0,1007,,,66,9.8,270,,,,,75,803,Clouds,broken clouds,04d
179451,1592708400,2020-06-21 03:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.8,28.05,29.31,30.23,1007,,,66,9.8,270,,,,,75,803,Clouds,broken clouds,04d
179452,1592712000,2020-06-21 04:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.51,29.68,29.86,31.0,1007,,,62,8.2,260,,,,,75,803,Clouds,broken clouds,04d
179453,1592715600,2020-06-21 05:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.96,34.01,32.57,33.49,1006,,,59,6.7,280,,,,,75,803,Clouds,broken clouds,04d
179454,1592719200,2020-06-21 06:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.91,33.22,33.37,34.52,1006,,,52,8.2,280,,,,,75,803,Clouds,broken clouds,04d
179455,1592722800,2020-06-21 07:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,34.15,33.58,33.79,34.91,1005,,,52,8.2,290,,,,,75,803,Clouds,broken clouds,04d
179456,1592726400,2020-06-21 08:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,34.84,34.43,34.0,35.98,1004,,,49,7.7,300,,,,,40,802,Clouds,scattered clouds,03d
179457,1592730000,2020-06-21 09:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,35.46,35.33,35.0,36.25,1003,,,47,7.2,300,,,,,40,802,Clouds,scattered clouds,03d
179458,1592733600,2020-06-21 10:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,35.66,37.25,35.0,36.68,1002,,,50,5.7,290,,,,,75,803,Clouds,broken clouds,04d
179459,1592737200,2020-06-21 11:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,35.26,35.6,34.32,36.54,1002,,,50,7.2,290,,,,,75,803,Clouds,broken clouds,04d
179460,1592740800,2020-06-21 12:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,35.57,36.07,35.0,36.24,1003,,,50,7.2,290,,,,,75,803,Clouds,broken clouds,04d
179461,1592744400,2020-06-21 13:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,35.39,36.59,34.35,35.93,1003,,,43,4.18,294,,,,,100,804,Clouds,overcast clouds,04d
179462,1592748000,2020-06-21 14:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.32,33.31,30.18,32.63,1004,,,55,3.27,269,,,,,100,804,Clouds,overcast clouds,04n
179463,1592751600,2020-06-21 15:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.36,31.72,29.13,29.66,1005,,,65,3.4,258,,,,,100,804,Clouds,overcast clouds,04n
179464,1592755200,2020-06-21 16:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.11,31.38,28.86,29.48,1006,,,67,3.74,258,,,,,98,804,Clouds,overcast clouds,04n
179465,1592758800,2020-06-21 17:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.31,29.92,27.88,28.79,1006,,,72,5.01,264,,,,,100,804,Clouds,overcast clouds,04n
179466,1592762400,2020-06-21 18:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.46,30.14,28.16,28.73,1006,,,74,5.39,267,,,,,97,804,Clouds,overcast clouds,04n
179467,1592766000,2020-06-21 19:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.73,30.7,28.63,28.89,1005,,,74,5.19,267,,,,,99,804,Clouds,overcast clouds,04n
179468,1592769600,2020-06-21 20:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.17,29.98,27.91,28.61,1005,,,76,5.34,268,,,,,98,804,Clouds,overcast clouds,04n
179469,1592773200,2020-06-21 21:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.86,29.67,27.52,28.36,1004,,,77,5.26,267,,,,,97,804,Clouds,overcast clouds,04n
179470,1592776800,2020-06-21 22:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.76,28.89,27.25,28.26,1004,,,74,5.64,269,,,,,99,804,Clouds,overcast clouds,04n
179471,1592780400,2020-06-21 23:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.49,28.69,27.01,27.94,1004,,,75,5.5,269,,,,,100,804,Clouds,overcast clouds,04n
179472,1592784000,2020-06-22 00:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.11,29.72,27.76,28.5,1004,,,73,5.03,271,,,,,100,804,Clouds,overcast clouds,04n
179473,1592787600,2020-06-22 01:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.01,30.26,27.71,28.39,1005,,,74,4.23,271,,,,,99,804,Clouds,overcast clouds,04d
179474,1592791200,2020-06-22 02:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.45,30.26,28.38,31.0,1005,,,62,5.1,260,,,,,40,802,Clouds,scattered clouds,03d
179475,1592794800,2020-06-22 03:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.37,30.14,28.12,31.0,1005,,,62,5.1,260,,,,,40,802,Clouds,scattered clouds,03d
179476,1592798400,2020-06-22 04:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.52,27.43,28.1,31.0,1005,,,62,9.3,280,,,,,40,802,Clouds,scattered clouds,03d
179477,1592802000,2020-06-22 05:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.49,28.99,30.5,32.0,1005,,,55,9.8,270,,,,,20,801,Clouds,few clouds,02d
179478,1592805600,2020-06-22 06:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.07,31.19,32.12,33.93,1005,,,52,9.3,270,,,,,20,801,Clouds,few clouds,02d
179479,1592809200,2020-06-22 07:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.42,32.68,32.49,34.0,1004,,,49,7.2,270,,,,,20,801,Clouds,few clouds,02d
179480,1592812800,2020-06-22 08:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,34.13,32.25,33.91,34.39,1003,,,49,9.3,310,,,,,20,801,Clouds,few clouds,02d
179481,1592816400,2020-06-22 09:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,35.01,34.17,34.86,35.17,1002,,,50,8.7,300,,,,,40,802,Clouds,scattered clouds,03d
179482,1592820000,2020-06-22 10:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,36.18,37.11,36.0,36.57,1001,,,47,6.2,320,,,,,20,801,Clouds,few clouds,02d
179483,1592823600,2020-06-22 11:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,36.22,37.17,35.0,37.29,1001,,,47,6.2,320,,,,,20,801,Clouds,few clouds,02d
179484,1592827200,2020-06-22 12:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.02,35.29,31.29,35.35,1001,,,63,5.94,293,1.0,,,,98,500,Rain,light rain,10d
179485,1592830800,2020-06-22 13:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.23,32.45,29.9,30.36,1003,,,68,4.85,285,1.0,,,,98,500,Rain,light rain,10d
179486,1592834400,2020-06-22 14:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.38,31.01,27.88,29.0,1004,,,72,3.6,270,1.0,,,,98,500,Rain,light rain,10n
179487,1592838000,2020-06-22 15:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.23,31.38,27.92,28.61,1005,,,75,3.29,265,,,,,98,804,Clouds,overcast clouds,04n
179488,1592841600,2020-06-22 16:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.48,31.69,28.29,28.79,1005,,,76,3.58,266,1.0,,,,95,500,Rain,light rain,10n
