,dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,irradiation,weather_id,weather_main,weather_description,weather_icon
175320,1577836800,2020-01-01 00:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.47,25.42,23.29,23.68,1014,,,83,2.77,112,,,,,67,803,Clouds,broken clouds,04n
175321,1577840400,2020-01-01 01:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.41,25.44,23.32,23.63,1015,,,83,2.62,112,,,,,54,803,Clouds,broken clouds,04n
175322,1577844000,2020-01-01 02:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.24,26.44,24.03,24.53,1015,,,81,2.67,106,,,,,94,804,Clouds,overcast clouds,04d
175323,1577847600,2020-01-01 03:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.17,25.25,23.82,24.53,1017,,,83,4.5,114,,,,,100,804,Clouds,overcast clouds,04d
175324,1577851200,2020-01-01 04:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.29,25.58,23.7,24.88,1017,,,84,4.43,118,,,,,99,804,Clouds,overcast clouds,04d
175325,1577854800,2020-01-01 05:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.35,28.73,26.09,29.0,1016,,,66,3.6,90,,,,,20,721,Haze,haze,50d
175326,1577858400,2020-01-01 06:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.79,30.86,27.89,29.5,1016,,,66,3.6,90,,,,,20,721,Haze,haze,50d
175327,1577862000,2020-01-01 07:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.29,31.26,28.95,30.14,1015,,,66,4.1,100,,,,,20,721,Haze,haze,50d
175328,1577865600,2020-01-01 08:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.02,30.47,30.66,31.58,1013,,,55,6.7,100,,,,,20,801,Clouds,few clouds,02d
175329,1577869200,2020-01-01 09:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.23,31.12,31.0,31.78,1012,,,55,6.2,100,,,,,20,801,Clouds,few clouds,02d
175330,1577872800,2020-01-01 10:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.96,30.03,30.55,31.27,1012,,,55,7.2,90,,,,,20,801,Clouds,few clouds,02d
175331,1577876400,2020-01-01 11:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.77,30.45,30.44,31.0,1012,,,55,6.2,100,,,,,40,721,Haze,haze,50d
175332,1577880000,2020-01-01 12:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.63,29.21,29.01,30.0,1013,,,58,6.2,90,,,,,40,721,Haze,haze,50d
175333,1577883600,2020-01-01 13:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.1,28.45,28.49,30.0,1014,,,58,6.2,90,,,,,40,721,Haze,haze,50n
175334,1577887200,2020-01-01 14:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.11,28.43,26.94,27.24,1015,,,74,4.88,93,0.22,,,,38,500,Rain,light rain,10n
175335,1577890800,2020-01-01 15:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.9,27.52,25.64,26.0,1016,,,79,4.38,96,,,,,34,802,Clouds,scattered clouds,03n
175336,1577894400,2020-01-01 16:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.8,27.64,25.49,25.93,1017,,,79,3.99,98,,,,,22,801,Clouds,few clouds,02n
175337,1577898000,2020-01-01 17:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.68,26.49,24.33,24.87,1017,,,83,3.83,99,,,,,29,802,Clouds,scattered clouds,03n
175338,1577901600,2020-01-01 18:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.66,26.72,24.3,24.91,1017,,,83,3.46,100,,,,,50,802,Clouds,scattered clouds,03n
175339,1577905200,2020-01-01 19:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.52,26.92,24.08,24.88,1016,,,84,3.01,103,,,,,80,803,Clouds,broken clouds,04n
175340,1577908800,2020-01-01 20:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.04,26.49,23.55,24.42,1016,,,86,2.87,107,,,,,100,804,Clouds,overcast clouds,04n
175341,1577912400,2020-01-01 21:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.85,26.41,23.41,24.22,1015,,,86,2.59,110,,,,,100,804,Clouds,overcast clouds,04n
175342,1577916000,2020-01-01 22:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.42,25.97,23.11,23.69,1015,,,87,2.43,112,,,,,93,804,Clouds,overcast clouds,04n
175343,1577919600,2020-01-01 23:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.18,25.85,22.87,23.43,1015,,,88,2.22,104,,,,,72,803,Clouds,broken clouds,04n
175344,1577923200,2020-01-02 00:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.64,26.45,23.24,23.98,1015,,,87,2.22,103,,,,,59,803,Clouds,broken clouds,04n
175345,1577926800,2020-01-02 01:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.7,26.5,23.37,23.99,1016,,,86,2.13,104,,,,,60,803,Clouds,broken clouds,04n
175346,1577930400,2020-01-02 02:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.47,27.35,24.15,24.79,1017,,,85,2.44,107,,,,,49,802,Clouds,scattered clouds,03d
175347,1577934000,2020-01-02 03:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.57,27.02,24.25,24.9,1018,,,85,3.12,116,,,,,54,803,Clouds,broken clouds,04d
175348,1577937600,2020-01-02 04:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.06,27.3,24.62,25.5,1018,,,83,3.49,119,,,,,38,802,Clouds,scattered clouds,03d
175349,1577941200,2020-01-02 05:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.38,28.68,26.69,28.0,1017,,,74,5.1,100,,,,,20,721,Haze,haze,50d
175350,1577944800,2020-01-02 06:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.84,30.93,28.0,29.74,1017,,,74,5.1,100,,,,,20,721,Haze,haze,50d
175351,1577948400,2020-01-02 07:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.12,31.54,28.94,29.47,1016,,,70,4.1,110,,,,,20,721,Haze,haze,50d
175352,1577952000,2020-01-02 08:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.74,34.3,30.0,31.52,1015,,,62,2.1,110,,,,,40,802,Clouds,scattered clouds,03d
175353,1577955600,2020-01-02 09:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.23,33.04,31.0,31.67,1014,,,58,4.1,80,,,,,40,802,Clouds,scattered clouds,03d
175354,1577959200,2020-01-02 10:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.3,33.5,31.0,31.87,1012,,,58,3.6,90,,,,,40,802,Clouds,scattered clouds,03d
175355,1577962800,2020-01-02 11:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.23,34.09,30.4,31.85,1012,,,58,2.6,80,,,,,40,802,Clouds,scattered clouds,03d
175356,1577966400,2020-01-02 12:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.41,32.05,29.94,31.4,1013,,,62,4.6,90,,,,,40,802,Clouds,scattered clouds,03d
175357,1577970000,2020-01-02 13:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.43,32.08,30.0,31.09,1014,,,62,4.6,90,,,,,40,802,Clouds,scattered clouds,03n
175358,1577973600,2020-01-02 14:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.82,30.91,28.33,29.22,1016,,,64,3.22,94,,,,,51,803,Clouds,broken clouds,04n
175359,1577977200,2020-01-02 15:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.87,28.31,26.38,27.45,1016,,,72,4.2,97,,,,,45,802,Clouds,scattered clouds,03n
175360,1577980800,2020-01-02 16:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.47,28.12,26.01,26.85,1017,,,76,4.27,101,,,,,34,802,Clouds,scattered clouds,03n
175361,1577984400,2020-01-02 17:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.63,27.94,25.22,25.86,1017,,,83,3.81,105,,,,,30,802,Clouds,scattered clouds,03n
175362,1577988000,2020-01-02 18:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.32,27.95,24.88,25.65,1016,,,84,3.27,107,,,,,33,802,Clouds,scattered clouds,03n
175363,1577991600,2020-01-02 19:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.98,27.57,24.47,25.37,1016,,,84,3.08,116,,,,,98,804,Clouds,overcast clouds,04n
175364,1577995200,2020-01-02 20:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.53,27.11,23.97,24.99,1016,,,88,3.34,119,,,,,97,804,Clouds,overcast clouds,04n
175365,1577998800,2020-01-02 21:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.42,27.1,23.82,24.89,1015,,,88,3.11,119,,,,,96,804,Clouds,overcast clouds,04n
175366,1578002400,2020-01-02 22:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.21,27.14,23.74,24.58,1014,,,87,2.45,128,0.12,,,,90,500,Rain,light rain,10n
175367,1578006000,2020-01-02 23:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.0,26.95,23.66,24.33,1014,,,87,2.28,134,,,,,78,803,Clouds,broken clouds,04n
175368,1578009600,2020-01-03 00:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.45,27.73,24.1,24.79,1014,,,86,1.99,140,,,,,43,802,Clouds,scattered clouds,03n
175369,1578013200,2020-01-03 01:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.54,28.33,24.03,24.92,1015,,,87,1.47,128,,,,,46,802,Clouds,scattered clouds,03n
175370,1578016800,2020-01-03 02:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.1,28.91,24.65,25.48,1016,,,85,1.58,113,,,,,43,802,Clouds,scattered clouds,03d
175371,1578020400,2020-01-03 03:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.91,27.95,24.57,25.32,1017,,,86,2.68,143,,,,,55,803,Clouds,broken clouds,04d
175372,1578024000,2020-01-03 04:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.78,27.94,24.36,25.25,1017,,,86,2.41,150,,,,,52,803,Clouds,broken clouds,04d
175373,1578027600,2020-01-03 05:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.85,31.01,26.7,29.0,1016,,,70,2.1,120,,,,,20,721,Haze,haze,50d
175374,1578031200,2020-01-03 06:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.3,33.21,28.69,30.17,1015,,,70,2.1,120,,,,,20,721,Haze,haze,50d
175375,1578034800,2020-01-03 07:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.26,34.14,29.53,31.22,1014,,,66,2.1,100,,,,,20,721,Haze,haze,50d
175376,1578038400,2020-01-03 08:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.49,36.15,32.0,33.69,1012,,,59,2.6,10,,,,,20,801,Clouds,few clouds,02d
175377,1578042000,2020-01-03 09:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.56,36.61,32.0,33.64,1011,,,59,2.1,100,,,,,40,802,Clouds,scattered clouds,03d
175378,1578045600,2020-01-03 10:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.24,35.14,31.91,33.05,1010,,,55,2.6,60,,,,,20,801,Clouds,few clouds,02d
175379,1578049200,2020-01-03 11:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.34,36.41,32.0,33.0,1010,,,55,1.0,10,,,,,20,801,Clouds,few clouds,02d
175380,1578052800,2020-01-03 12:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.05,33.92,31.0,33.06,1010,,,58,4.6,100,,,,,20,801,Clouds,few clouds,02d
175381,1578056400,2020-01-03 13:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.92,33.73,31.0,32.99,1011,,,58,4.6,100,,,,,20,801,Clouds,few clouds,02n
175382,1578060000,2020-01-03 14:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,30.77,33.5,30.19,31.24,1012,,,54,1.63,42,,,,,24,801,Clouds,few clouds,02n
175383,1578063600,2020-01-03 15:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.93,31.27,28.65,29.36,1013,,,61,2.38,72,,,,,28,802,Clouds,scattered clouds,03n
175384,1578067200,2020-01-03 16:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.38,30.56,28.11,28.74,1014,,,67,3.34,91,,,,,50,802,Clouds,scattered clouds,03n
175385,1578070800,2020-01-03 17:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.75,29.61,26.63,26.87,1014,,,80,3.41,96,,,,,67,803,Clouds,broken clouds,04n
175386,1578074400,2020-01-03 18:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.56,29.93,26.44,26.73,1014,,,84,3.19,94,,,,,56,803,Clouds,broken clouds,04n
175387,1578078000,2020-01-03 19:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.13,29.7,25.87,26.23,1014,,,86,2.87,93,,,,,25,802,Clouds,scattered clouds,03n
175388,1578081600,2020-01-03 20:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.28,28.86,24.96,25.5,1013,,,90,2.79,94,,,,,26,802,Clouds,scattered clouds,03n
175389,1578085200,2020-01-03 21:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.93,28.4,24.48,25.25,1012,,,90,2.68,92,,,,,28,802,Clouds,scattered clouds,03n
175390,1578088800,2020-01-03 22:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.66,28.27,24.02,25.19,1012,,,89,2.11,110,,,,,67,803,Clouds,broken clouds,04n
175391,1578092400,2020-01-03 23:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.91,28.48,24.18,25.5,1012,,,88,2.22,120,,,,,41,802,Clouds,scattered clouds,03n
175392,1578096000,2020-01-04 00:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.45,29.24,24.69,26.05,1012,,,86,2.02,123,,,,,35,802,Clouds,scattered clouds,03n
175393,1578099600,2020-01-04 01:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.55,29.39,24.71,26.17,1013,,,85,1.87,129,,,,,29,802,Clouds,scattered clouds,03n
175394,1578103200,2020-01-04 02:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.91,29.88,25.24,26.47,1013,,,84,1.81,131,,,,,17,801,Clouds,few clouds,02d
175395,1578106800,2020-01-04 03:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.63,29.65,25.59,28.0,1014,,,74,2.1,110,,,,,20,721,Haze,haze,50d
175396,1578110400,2020-01-04 04:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.81,29.92,25.61,28.0,1014,,,74,2.1,110,,,,,20,721,Haze,haze,50d
175397,1578114000,2020-01-04 05:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.57,32.77,28.08,31.0,1014,,,58,1.0,150,,,,,20,721,Haze,haze,50d
175398,1578117600,2020-01-04 06:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.17,34.32,30.14,32.0,1012,,,55,1.5,150,,,,,20,721,Haze,haze,50d
175399,1578121200,2020-01-04 07:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.51,35.17,30.7,32.0,1011,,,55,1.0,0,,,,,20,721,Haze,haze,50d
175400,1578124800,2020-01-04 08:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.6,36.79,32.0,33.48,1010,,,55,1.0,60,,,,,20,721,Haze,haze,50d
175401,1578128400,2020-01-04 09:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.28,36.97,32.85,34.01,1008,,,52,1.5,30,,,,,20,721,Haze,haze,50d
175402,1578132000,2020-01-04 10:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,33.36,37.09,33.0,33.77,1008,,,52,1.5,10,,,,,20,721,Haze,haze,50d
175403,1578135600,2020-01-04 11:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.92,36.51,32.0,33.56,1008,,,55,2.1,20,,,,,20,721,Haze,haze,50d
175404,1578139200,2020-01-04 12:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,32.19,37.57,30.0,34.11,1009,,,66,1.5,10,,,,,20,721,Haze,haze,50d
175405,1578142800,2020-01-04 13:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,31.7,36.8,30.0,33.57,1009,,,66,1.5,10,,,,,20,721,Haze,haze,50n
175406,1578146400,2020-01-04 14:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,29.27,30.09,28.42,29.86,1011,,,61,4.77,79,,,,,23,801,Clouds,few clouds,02n
175407,1578150000,2020-01-04 15:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.86,28.28,26.71,27.06,1012,,,77,5.06,88,,,,,9,800,Clear,sky is clear,01n
175408,1578153600,2020-01-04 16:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.67,28.5,26.4,26.87,1013,,,77,4.33,92,,,,,8,800,Clear,sky is clear,01n
175409,1578157200,2020-01-04 17:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.5,28.07,25.21,25.63,1013,,,85,3.65,99,,,,,70,803,Clouds,broken clouds,04n
175410,1578160800,2020-01-04 18:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.26,27.86,24.99,25.42,1013,,,86,3.58,104,,,,,57,803,Clouds,broken clouds,04n
175411,1578164400,2020-01-04 19:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.56,28.43,25.27,25.87,1013,,,86,3.43,104,0.11,,,,97,500,Rain,light rain,10n
175412,1578168000,2020-01-04 20:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.92,27.66,24.64,25.16,1012,,,86,3.12,108,0.15,,,,97,500,Rain,light rain,10n
175413,1578171600,2020-01-04 21:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.16,28.0,24.98,25.3,1012,,,82,2.56,107,,,,,100,804,Clouds,overcast clouds,04n
175414,1578175200,2020-01-04 22:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.18,26.91,23.97,24.34,1011,,,86,2.58,101,0.12,,,,100,500,Rain,light rain,10n
175415,1578178800,2020-01-04 23:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.18,27.04,23.88,24.39,1011,,,86,2.39,105,,,,,100,804,Clouds,overcast clouds,04n
175416,1578182400,2020-01-05 00:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.95,28.01,24.57,25.45,1011,,,84,2.39,109,,,,,100,804,Clouds,overcast clouds,04n
175417,1578186000,2020-01-05 01:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.87,28.09,24.56,25.19,1012,,,85,2.25,109,0.11,,,,100,500,Rain,light rain,10n
175418,1578189600,2020-01-05 02:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.08,28.43,24.86,25.3,1014,,,85,2.22,100,0.13,,,,100,500,Rain,light rain,10d
175419,1578193200,2020-01-05 03:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.58,27.65,24.46,24.86,1015,,,89,2.83,95,,,,,99,804,Clouds,overcast clouds,04d
175420,1578196800,2020-01-05 04:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.97,26.68,23.79,24.25,1015,,,90,3.02,94,0.55,,,,99,500,Rain,light rain,10d
175421,1578200400,2020-01-05 05:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.98,28.45,25.28,27.0,1014,,,78,3.07,89,0.44,,,,75,500,Rain,light rain,10d
175422,1578204000,2020-01-05 06:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.89,29.73,26.34,27.08,1014,,,78,3.21,84,0.13,,,,75,500,Rain,light rain,10d
175423,1578207600,2020-01-05 07:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.56,29.31,25.58,27.02,1013,,,78,3.1,100,0.14,,,,75,500,Rain,light rain,10d
175424,1578211200,2020-01-05 08:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.14,28.79,26.89,27.77,1012,,,78,5.1,120,,,,,75,803,Clouds,broken clouds,04d
175425,1578214800,2020-01-05 09:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.65,28.11,27.0,28.35,1011,,,78,7.2,100,,,,,75,803,Clouds,broken clouds,04d
175426,1578218400,2020-01-05 10:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.31,27.94,26.64,28.1,1011,,,78,6.7,100,,,,,75,803,Clouds,broken clouds,04d
175427,1578222000,2020-01-05 11:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.85,26.53,26.03,27.73,1011,,,78,7.7,100,,,,,75,803,Clouds,broken clouds,04d
175428,1578225600,2020-01-05 12:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.31,29.14,25.97,27.23,1012,,,83,3.6,90,0.1,,,,75,500,Rain,light rain,10d
175429,1578229200,2020-01-05 13:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.41,29.29,26.0,27.02,1013,,,83,3.6,90,0.2,,,,75,500,Rain,light rain,10n
175430,1578232800,2020-01-05 14:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.43,27.45,25.04,25.72,1014,,,82,3.93,83,0.48,,,,100,500,Rain,light rain,10n
175431,1578236400,2020-01-05 15:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.53,26.76,24.27,24.76,1015,,,88,3.84,81,1.04,,,,92,501,Rain,moderate rain,10n
175432,1578240000,2020-01-05 16:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.78,27.15,24.61,24.98,1015,,,87,3.68,84,0.87,,,,55,500,Rain,light rain,10n
175433,1578243600,2020-01-05 17:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.86,26.1,23.63,24.1,1015,,,89,3.47,86,1.24,,,,66,501,Rain,moderate rain,10n
175434,1578247200,2020-01-05 18:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.73,25.91,23.52,24.02,1015,,,88,3.31,89,1.46,,,,67,501,Rain,moderate rain,10n
175435,1578250800,2020-01-05 19:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.95,26.4,23.81,24.19,1015,,,87,2.95,87,,,,,77,803,Clouds,broken clouds,04n
175436,1578254400,2020-01-05 20:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.54,26.26,23.4,23.59,1014,,,91,2.82,80,,,,,100,804,Clouds,overcast clouds,04n
175437,1578258000,2020-01-05 21:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.38,26.24,23.19,23.53,1014,,,93,2.77,78,,,,,98,804,Clouds,overcast clouds,04n
175438,1578261600,2020-01-05 22:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.12,25.78,22.73,23.41,1014,,,90,2.46,80,0.11,,,,100,500,Rain,light rain,10n
175439,1578265200,2020-01-05 23:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.27,25.99,22.96,23.61,1014,,,90,2.48,82,0.29,,,,100,500,Rain,light rain,10n
175440,1578268800,2020-01-06 00:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.79,26.26,23.32,24.16,1015,,,86,2.67,84,0.4,,,,100,500,Rain,light rain,10n
175441,1578272400,2020-01-06 01:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.71,26.15,23.34,23.95,1015,,,87,2.79,89,0.31,,,,99,500,Rain,light rain,10n
175442,1578276000,2020-01-06 02:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.35,26.65,23.94,24.69,1016,,,86,3.32,96,0.24,,,,97,500,Rain,light rain,10d
175443,1578279600,2020-01-06 03:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.1,26.55,23.7,24.39,1017,,,90,3.49,99,0.28,,,,99,500,Rain,light rain,10d
175444,1578283200,2020-01-06 04:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.7,26.01,23.34,24.16,1018,,,93,3.8,99,0.24,,,,96,500,Rain,light rain,10d
175445,1578286800,2020-01-06 05:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.46,28.35,25.04,28.0,1017,,,74,3.6,100,,,,,75,721,Haze,haze,50d
175446,1578290400,2020-01-06 06:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.75,28.78,25.84,28.0,1017,,,74,3.6,100,,,,,75,721,Haze,haze,50d
175447,1578294000,2020-01-06 07:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.45,29.01,26.14,29.0,1015,,,70,4.1,120,,,,,75,803,Clouds,broken clouds,04d
175448,1578297600,2020-01-06 08:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.35,29.85,27.74,29.0,1014,,,66,4.1,100,,,,,40,802,Clouds,scattered clouds,03d
175449,1578301200,2020-01-06 09:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.86,29.39,27.65,30.0,1013,,,62,5.1,60,,,,,40,802,Clouds,scattered clouds,03d
175450,1578304800,2020-01-06 10:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,28.54,28.92,27.23,30.0,1013,,,62,5.1,80,,,,,40,802,Clouds,scattered clouds,03d
175451,1578308400,2020-01-06 11:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,27.4,28.42,27.0,27.86,1013,,,78,6.2,100,0.5,,,,40,500,Rain,light rain,10d
175452,1578312000,2020-01-06 12:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.7,30.09,26.0,27.29,1014,,,83,3.1,100,,,,,40,802,Clouds,scattered clouds,03d
175453,1578315600,2020-01-06 13:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,26.55,29.86,26.0,26.99,1014,,,83,3.1,100,,,,,40,802,Clouds,scattered clouds,03n
175454,1578319200,2020-01-06 14:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,25.54,27.79,25.32,25.79,1015,,,83,3.83,92,,,,,23,801,Clouds,few clouds,02n
175455,1578322800,2020-01-06 15:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.53,26.61,24.41,24.77,1016,,,86,3.76,93,,,,,34,802,Clouds,scattered clouds,03n
175456,1578326400,2020-01-06 16:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,24.46,26.66,24.33,24.71,1017,,,86,3.54,91,,,,,46,802,Clouds,scattered clouds,03n
175457,1578330000,2020-01-06 17:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.86,26.22,23.72,24.05,1017,,,90,3.43,90,,,,,53,803,Clouds,broken clouds,04n
175458,1578333600,2020-01-06 18:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.7,25.96,23.56,23.87,1016,,,91,3.59,93,,,,,43,802,Clouds,scattered clouds,03n
175459,1578337200,2020-01-06 19:00:00 +0000 UTC,19800,Gandikota,14.814927,78.286287,23.57,26.16,23.44,23.69,1016,,,91,3.03,95,,,,,35,802,Clouds,scattered clouds,03n
